"Table 1.5.5. Gross Domestic Product, Expanded Detail"
"Table 1.5.5. Gross Domestic Product, Expanded Detail"
"Last Revised on: June 27, 2024 - Next Release Date July 25, 2024"
Line,,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
10,"            Food and beverages purchased for off-premises consumption",41.8,40.4,41.4,46.0,48.4,49.3,50.6,52.0,54.2,57.1,59.8,61.6,62.6,63.7,64.7,65.9,69.5,74.4,80.6,82.6,88.8,95.4,103.5,107.1,114.5,126.7,143.0,156.6,167.3,179.8,196.1,218.4,239.2,255.3,267.1,277.0,291.1,303.0,316.4,324.3,342.8,365.4,391.2,403.0,404.5,413.5,432.1,443.7,461.9,474.8,487.4,515.5,540.6,564.0,575.1,599.6,632.6,668.2,700.3,737.3,769.1,772.9,786.9,819.5,846.2,870.5,910.4,942.0,969.6,1010.4,1044.4,1082.0,1196.5,1287.7,1393.5
11,"            Clothing and footwear",19.3,18.6,18.9,20.5,21.2,21.3,21.4,22.4,23.4,23.6,23.9,25.4,25.9,26.6,27.9,28.6,31.1,32.7,35.8,37.5,41.3,44.3,45.5,49.0,53.5,59.2,62.4,66.9,72.2,79.3,89.3,96.4,103.0,113.2,116.7,126.4,137.6,146.8,157.2,167.7,178.2,190.4,195.2,199.1,211.2,219.1,227.4,231.2,239.5,247.5,257.8,271.1,280.8,277.9,278.8,285.3,297.4,310.5,320.0,323.5,317.4,304.0,316.6,332.6,345.2,354.4,368.6,380.8,392.2,401.1,409.4,414.0,366.2,467.9,500.7
12,"            Gasoline and other energy goods",8.2,8.3,8.9,9.6,10.2,10.8,11.3,12.4,13.3,14.2,14.7,15.3,15.8,15.7,16.3,16.9,17.7,19.1,20.7,21.9,23.2,25.0,26.3,27.6,29.4,34.3,43.8,48.0,53.0,57.8,61.5,80.4,101.9,113.4,108.4,106.5,108.2,110.5,91.2,96.4,99.9,110.4,124.2,121.1,125.0,126.9,129.2,133.4,144.7,147.7,132.4,146.5,184.5,178.0,167.9,196.4,232.7,283.8,319.7,345.5,391.1,287.0,336.7,413.8,421.9,421.6,410.9,318.8,287.0,324.0,366.7,352.5,258.3,385.7,510.1
13,"            Other nondurable goods",13.6,14.1,15.2,16.9,17.8,18.8,18.8,19.9,21.1,22.6,23.6,25.5,27.1,28.6,30.7,32.5,34.5,37.1,40.8,43.0,46.5,49.5,53.6,55.9,60.0,65.8,72.1,77.7,85.2,91.5,103.3,116.5,129.3,143.5,154.0,168.8,184.6,196.9,209.4,225.9,241.4,263.3,283.6,297.1,314.5,331.4,350.6,371.4,395.2,421.0,451.5,498.3,534.7,564.2,591.7,623.5,658.7,691.8,741.4,772.6,786.9,803.9,828.7,858.7,880.2,903.9,949.4,997.7,1027.8,1060.8,1104.9,1158.0,1263.1,1359.0,1463.8
14,"    Services",67.5,70.3,75.2,83.6,90.5,97.9,103.8,110.9,119.0,126.7,134.0,144.5,154.2,162.7,173.6,183.9,198.4,213.3,230.3,247.7,272.2,299.0,327.9,357.8,394.3,432.9,478.6,539.2,601.4,673.6,758.7,847.5,950.9,1064.6,1172.0,1307.8,1428.6,1575.2,1690.7,1820.0,1992.7,2153.0,2317.7,2446.0,2634.3,2809.6,2974.4,3147.1,3326.9,3530.3,3768.8,3996.7,4314.0,4548.2,4750.1,5018.2,5329.9,5686.1,6037.6,6379.6,6686.9,6711.2,6942.4,7180.7,7409.6,7646.1,7987.9,8342.3,8693.8,9078.4,9520.2,9888.5,9493.1,10536.3,11514.7
15,"        Household consumption expenditures (for services)",65.2,67.9,72.8,81.0,87.6,94.9,100.6,107.5,115.2,122.7,129.7,139.7,149.1,157.4,168.1,178.1,191.9,206.3,222.8,239.6,263.4,289.5,317.5,346.1,381.5,419.2,463.1,522.2,582.4,653.0,735.7,821.4,920.8,1030.4,1134.0,1267.1,1383.3,1527.3,1638.0,1764.3,1929.4,2084.9,2241.8,2365.9,2546.4,2719.6,2876.6,3044.7,3216.9,3424.7,3645.0,3858.5,4156.0,4369.1,4551.8,4812.6,5123.6,5475.9,5798.4,6130.8,6399.6,6422.0,6648.0,6868.9,7068.1,7298.7,7634.6,7978.5,8305.5,8682.0,9099.3,9470.6,9008.6,10078.5,10982.6
16,"            Housing and utilities",20.5,22.6,25.1,28.1,31.2,34.5,37.4,40.0,42.9,45.9,49.2,52.8,56.7,60.3,64.5,68.2,72.1,76.6,81.2,86.3,92.7,101.0,109.4,120.0,131.2,143.5,158.6,176.5,194.7,217.8,244.3,273.4,312.5,352.1,387.5,421.2,457.5,500.6,537.0,571.6,614.4,655.2,696.5,735.2,771.1,814.9,863.3,913.7,962.4,1009.8,1065.5,1123.1,1198.6,1287.5,1329.5,1391.1,1466.6,1580.1,1665.7,1759.6,1872.7,1900.0,1947.9,1983.3,2014.7,2085.7,2146.0,2196.1,2269.0,2350.2,2459.3,2554.9,2676.0,2831.0,3053.3
17,"            Health care",5.8,6.0,6.4,6.9,7.6,8.4,9.3,9.9,10.9,12.0,13.4,14.8,16.0,17.1,19.1,21.0,24.1,26.0,28.7,31.9,36.6,42.1,47.7,53.7,59.8,67.2,76.1,89.0,101.8,115.7,131.2,148.8,171.7,201.9,225.2,253.1,276.5,302.2,330.2,366.0,410.1,451.2,506.2,555.8,612.8,648.8,680.5,719.9,752.1,790.9,832.0,863.6,918.4,996.6,1082.9,1154.0,1238.9,1320.5,1391.9,1478.2,1555.3,1632.7,1699.6,1757.1,1821.3,1863.8,1945.5,2059.8,2164.6,2245.3,2344.7,2469.1,2354.8,2630.5,2776.7
18,"            Transportation services",5.2,5.3,5.4,6.0,6.3,6.8,6.8,7.1,7.6,8.0,8.1,8.7,9.2,9.6,10.1,10.6,11.4,12.1,13.1,14.3,15.9,18.0,20.0,22.4,24.5,26.1,28.5,32.0,36.2,41.4,45.2,50.7,55.4,59.8,61.7,68.9,80.0,90.1,95.0,103.1,114.2,121.8,126.4,123.7,133.6,145.7,161.0,176.4,192.7,211.8,225.2,241.3,261.3,259.8,251.9,259.6,271.2,283.9,297.1,307.6,312.7,297.4,305.2,328.4,341.1,360.1,382.7,393.5,411.1,429.4,456.4,480.7,358.7,459.6,562.2
19,"            Recreation services",3.6,3.6,3.6,3.8,4.0,4.2,4.5,4.8,5.2,5.2,5.4,5.9,6.5,6.9,7.5,7.9,8.5,9.0,9.8,10.5,11.7,12.9,14.0,15.1,16.3,18.3,20.9,23.7,26.5,29.6,32.9,36.7,40.8,47.1,52.5,59.4,66.1,74.0,80.4,87.3,99.2,110.7,121.8,127.2,139.8,153.4,164.7,181.1,195.6,208.3,220.2,238.1,254.4,262.3,271.4,288.9,311.5,328.1,351.3,375.6,389.1,388.4,403.7,409.0,430.8,448.7,471.1,499.7,528.5,555.2,575.9,597.3,468.2,572.1,654.9
20,"            Food services and accommodations",12.6,12.4,12.7,15.0,16.0,16.5,16.6,17.0,17.7,18.5,18.7,19.7,20.5,21.0,22.3,23.3,24.9,27.2,29.6,31.0,34.6,37.5,41.6,43.8,48.9,54.8,60.6,68.8,77.8,85.7,97.1,110.9,121.7,133.9,142.5,153.6,164.9,174.3,186.7,204.4,225.8,242.6,262.7,273.4,286.3,298.4,308.3,316.1,326.6,343.4,361.8,380.3,408.8,419.7,436.3,462.7,498.2,533.6,570.6,601.5,620.2,612.7,635.7,669.5,704.9,732.6,776.8,833.4,870.5,913.2,960.7,1006.7,823.9,1051.8,1237.2
21,"            Financial services and insurance",4.6,4.8,5.4,6.2,6.6,7.5,8.3,9.2,10.0,10.6,11.2,12.1,13.2,14.3,14.8,15.5,17.2,18.8,20.6,22.1,25.2,27.7,30.1,33.1,37.1,39.9,44.1,51.8,56.8,65.1,76.7,83.6,91.7,98.5,113.7,141.0,150.8,178.2,187.7,189.5,202.9,222.3,230.8,250.1,277.0,314.0,327.9,347.0,372.1,408.9,446.1,484.6,541.9,529.3,539.0,574.2,619.3,676.8,719.5,762.7,777.5,720.5,768.0,811.1,830.9,870.8,925.6,976.8,996.1,1073.2,1130.9,1132.8,1148.9,1224.1,1252.5
22,"            Other services",12.9,13.3,14.1,15.1,16.0,17.1,17.8,19.4,20.9,22.4,23.8,25.5,27.1,28.3,29.9,31.6,33.8,36.6,39.9,43.6,46.8,50.5,54.6,58.1,63.7,69.3,74.4,80.3,88.6,97.7,108.3,117.2,127.1,137.2,150.9,169.9,187.5,207.9,221.2,242.4,262.8,281.1,297.5,300.5,325.7,344.3,371.0,390.6,415.5,451.5,494.2,527.4,572.6,614.0,640.8,682.1,717.9,752.8,802.3,845.7,872.1,870.3,887.9,910.6,924.4,937.0,987.0,1019.3,1065.6,1115.4,1171.3,1229.0,1178.0,1309.3,1445.8
23,"        Final consumption expenditures of nonprofit institutions serving households (NPISHs)1",2.3,2.3,2.4,2.6,2.9,3.0,3.2,3.4,3.8,4.0,4.3,4.9,5.1,5.2,5.5,5.8,6.4,7.0,7.5,8.1,8.8,9.4,10.5,11.7,12.8,13.8,15.5,17.0,19.0,20.6,23.0,26.1,30.0,34.1,38.0,40.8,45.4,47.9,52.6,55.7,63.3,68.0,75.9,80.1,87.9,90.1,97.8,102.3,110.0,105.6,123.8,138.2,158.0,179.1,198.3,205.5,206.4,210.3,239.2,248.8,287.3,289.2,294.4,311.9,341.5,347.4,353.3,363.8,388.3,396.4,420.9,417.9,484.5,457.8,532.1
24,"            Gross output of nonprofit institutions2",---,---,---,---,---,---,---,---,---,---,---,13.9,14.8,15.8,16.9,18.3,20.3,22.1,24.3,27.0,30.3,34.0,38.1,42.8,47.4,51.8,58.8,67.2,76.3,85.2,96.7,109.4,126.1,145.7,163.8,179.2,194.4,209.3,227.3,246.9,275.5,301.2,334.4,362.9,396.4,418.7,440.1,458.5,483.1,502.6,542.5,576.3,621.6,676.4,737.1,774.6,819.0,868.5,932.2,983.1,1047.4,1088.3,1128.6,1173.5,1236.5,1272.6,1315.2,1377.5,1454.4,1501.2,1576.7,1637.7,1656.4,1763.8,1893.0
25,"            Less: Receipts from sales of goods and services by nonprofit institutions3",---,---,---,---,---,---,---,---,---,---,---,9.0,9.8,10.5,11.5,12.6,13.8,15.1,16.9,18.9,21.6,24.6,27.6,31.1,34.5,38.1,43.3,50.2,57.3,64.5,73.6,83.2,96.1,111.5,125.8,138.5,149.0,161.4,174.7,191.2,212.2,233.2,258.6,282.8,308.5,328.7,342.3,356.2,373.1,397.0,418.7,438.1,463.6,497.4,538.7,569.1,612.6,658.2,693.0,734.4,760.1,799.1,834.2,861.7,895.0,925.2,962.0,1013.7,1066.1,1104.8,1155.8,1219.8,1171.9,1306.0,1360.9
26,Gross private domestic investment,50.3,39.1,56.5,62.8,57.3,60.4,58.1,73.8,77.7,76.5,70.9,85.7,86.5,86.6,97.0,103.3,112.2,129.6,144.2,142.7,156.9,173.6,170.0,196.8,228.1,266.9,274.5,257.3,323.2,396.6,478.4,539.7,530.1,631.2,581.0,637.5,820.1,829.7,849.1,892.2,937.0,999.7,993.4,944.3,1013.0,1106.8,1256.5,1317.5,1432.1,1595.6,1736.7,1887.1,2038.4,1934.8,1930.4,2027.1,2281.3,2534.7,2701.0,2673.0,2477.6,1929.7,2165.5,2332.6,2621.8,2838.3,3074.0,3288.5,3278.3,3467.7,3724.8,3892.4,3748.4,4216.3,4756.6
27,"    Fixed investment",44.7,41.8,50.8,52.8,53.8,58.5,60.0,68.8,73.7,75.7,71.3,81.8,83.2,83.6,90.9,97.7,107.3,120.4,130.6,132.8,147.9,164.4,168.0,188.6,219.0,251.0,260.5,263.5,306.1,374.3,452.6,521.7,536.4,601.4,595.9,643.3,754.7,807.8,842.6,865.0,918.5,972.0,978.9,944.7,996.7,1086.0,1192.7,1286.3,1401.3,1524.7,1673.0,1826.2,1983.9,1973.1,1910.4,2013.0,2217.2,2477.2,2632.0,2639.1,2506.9,2080.4,2111.6,2286.3,2550.5,2732.9,2989.2,3148.4,3239.2,3435.0,3668.4,3820.2,3785.9,4204.6,4599.3
28,"        Nonresidential",28.9,27.0,30.0,34.2,34.9,38.8,38.6,43.4,49.7,53.1,48.5,53.1,56.4,56.6,61.2,64.8,72.2,85.2,97.2,99.2,107.7,120.0,124.6,130.4,146.6,172.7,191.1,196.8,219.3,259.1,314.6,373.8,406.9,472.9,485.1,482.2,564.3,607.8,607.8,615.2,662.3,716.0,739.2,723.6,741.9,799.2,868.9,962.2,1043.2,1149.1,1254.1,1364.5,1498.4,1460.1,1352.8,1375.9,1467.4,1621.0,1793.8,1948.6,1990.9,1690.4,1735.0,1907.5,2118.5,2221.3,2425.2,2507.5,2529.0,2661.1,2856.5,2993.1,2869.4,3078.4,3433.0
29,"            Structures",9.5,9.2,10.0,12.0,12.2,13.6,13.9,15.2,18.2,19.0,17.6,18.1,19.6,19.7,20.8,21.2,23.7,28.3,31.3,31.5,33.6,37.7,40.3,42.7,47.2,55.0,61.2,61.4,65.9,74.6,93.6,117.7,136.2,167.3,177.6,154.3,177.4,194.5,176.5,174.2,182.8,193.7,202.9,183.6,172.6,177.2,186.8,207.3,224.6,250.3,276.0,285.7,321.0,333.5,287.0,286.6,307.7,353.0,425.2,510.3,571.1,455.8,379.8,404.5,479.4,491.5,574.6,584.5,566.2,594.9,636.6,678.7,623.2,623.9,700.5
30,"            Equipment",17.3,15.7,17.8,19.9,19.7,21.5,20.8,23.9,26.3,28.6,24.9,28.3,29.7,28.9,32.1,34.4,38.7,45.8,53.0,53.7,58.5,65.2,66.4,69.1,78.9,95.1,104.3,107.6,121.2,148.7,180.6,208.1,216.4,240.9,234.9,246.5,291.9,307.9,317.7,320.9,346.8,372.2,371.9,360.8,381.7,425.1,476.4,528.1,565.3,610.9,660.0,713.6,766.1,711.5,659.6,670.6,721.9,794.9,862.3,893.4,845.4,670.3,777.0,881.3,983.4,1035.3,1109.1,1144.1,1119.8,1160.0,1227.6,1241.5,1110.8,1188.2,1327.2
31,"                Information processing equipment",1.8,1.6,1.8,2.1,2.4,2.7,2.4,2.8,3.4,4.0,3.6,4.0,4.7,5.1,5.5,6.1,6.8,7.8,9.7,10.1,10.6,12.8,14.3,14.9,16.7,19.9,23.1,23.8,27.5,33.7,42.3,50.3,58.9,69.6,74.2,83.7,101.2,106.6,111.1,112.2,120.8,130.7,129.6,129.2,142.1,153.3,167.0,188.4,204.7,222.8,240.1,259.8,293.8,265.9,236.7,242.7,255.8,267.0,288.5,310.9,306.3,275.6,307.5,313.3,331.2,344.8,352.2,362.2,365.2,386.0,406.6,405.6,400.7,438.2,479.3
32,"                    Computers and peripheral equipment",---,---,---,---,---,---,---,---,---,---,---,0.0,0.2,0.3,0.3,0.7,0.9,1.2,1.7,1.9,1.9,2.4,2.7,2.8,3.5,3.5,3.9,3.6,4.4,5.7,7.6,10.2,12.5,17.1,18.9,23.9,31.6,33.7,33.4,35.8,38.0,43.1,38.6,37.7,44.0,47.9,52.4,66.1,72.8,81.4,87.9,97.2,103.2,87.6,79.7,79.9,84.2,84.2,92.6,95.4,93.9,88.9,99.6,95.6,103.5,102.1,101.9,101.3,99.5,105.8,120.4,119.2,127.2,143.8,158.6
33,"                    Other",1.8,1.6,1.8,2.1,2.4,2.7,2.4,2.8,3.4,4.0,3.6,4.0,4.6,4.8,5.1,5.4,5.9,6.7,8.0,8.2,8.7,10.4,11.6,12.2,13.2,16.3,19.2,20.2,23.1,28.0,34.8,40.2,46.4,52.5,55.3,59.8,69.6,72.9,77.7,76.4,82.8,87.6,90.9,91.5,98.1,105.4,114.6,122.3,131.9,141.4,152.2,162.5,190.6,178.4,157.0,162.8,171.6,182.8,195.9,215.5,212.4,186.7,207.9,217.7,227.7,242.6,250.2,260.9,265.8,280.2,286.2,286.5,273.5,294.3,320.7
34,"                Industrial equipment",4.6,3.7,4.5,5.7,5.9,6.7,7.1,7.3,8.8,9.6,8.2,8.5,9.4,8.8,9.3,10.0,11.4,13.7,16.2,16.9,17.3,19.1,20.3,19.5,21.4,26.0,30.7,31.3,34.1,39.4,47.7,56.2,60.7,65.5,62.7,58.9,68.1,72.5,75.4,76.7,84.2,93.3,92.1,89.3,93.0,102.2,113.6,129.0,136.5,140.4,147.4,149.1,162.9,151.9,141.7,143.4,144.2,162.4,181.6,194.1,194.3,153.7,155.2,191.5,211.2,211.4,223.4,224.7,222.9,237.3,253.6,262.2,241.0,267.9,300.0
35,"                Transportation equipment",5.5,5.7,6.4,6.6,5.7,6.6,6.0,7.5,7.4,8.3,6.1,8.3,8.5,8.0,9.8,9.4,10.6,13.2,14.5,14.3,17.6,18.9,16.2,18.4,21.8,26.6,26.3,25.2,30.0,39.3,47.3,53.6,48.4,50.6,46.8,53.5,64.4,69.0,70.5,68.1,72.9,67.9,70.0,71.5,74.7,89.4,107.7,116.1,123.2,135.5,147.1,174.4,170.8,154.2,141.6,134.1,159.2,179.6,194.3,188.8,148.7,74.9,135.8,177.8,215.3,243.4,274.9,309.8,297.8,299.9,319.3,308.1,221.0,215.1,232.0
36,"                Other equipment",5.4,4.7,5.1,5.5,5.6,5.6,5.3,6.3,6.7,6.7,6.9,7.6,7.1,7.0,7.5,8.8,9.9,11.0,12.7,12.4,13.0,14.4,15.6,16.3,19.0,22.6,24.3,27.4,29.6,36.3,43.2,47.9,48.3,55.2,51.2,50.4,58.2,59.9,60.7,64.0,69.0,80.2,80.2,70.8,72.0,80.2,88.1,94.7,101.0,112.1,125.4,130.4,138.6,139.5,139.6,150.5,162.7,186.0,198.0,199.6,196.1,166.1,178.5,198.7,225.7,235.6,258.6,247.3,233.9,236.8,248.1,265.6,248.0,267.1,315.9
37,"            Intellectual property products",2.1,2.0,2.3,2.4,3.0,3.7,3.9,4.3,5.2,5.6,6.0,6.6,7.1,8.0,8.4,9.2,9.8,11.1,12.8,14.0,15.6,17.2,17.9,18.7,20.6,22.7,25.5,27.8,32.2,35.8,40.4,48.1,54.4,64.8,72.7,81.3,95.0,105.3,113.5,120.1,132.7,150.1,164.4,179.1,187.7,196.9,205.7,226.8,253.3,288.0,318.1,365.1,411.3,415.0,406.2,418.7,437.8,473.1,506.3,544.8,574.4,564.4,578.2,621.7,655.7,694.6,741.5,778.9,843.0,906.2,992.2,1072.9,1135.5,1266.3,1405.4
38,"                Software4",---,---,---,---,---,---,---,---,---,---,---,0.0,0.1,0.2,0.2,0.4,0.5,0.7,1.0,1.2,1.3,1.8,2.3,2.4,2.8,3.2,3.9,4.8,5.2,5.5,6.3,8.1,9.8,11.8,14.0,16.4,20.4,23.8,25.6,29.0,33.3,40.6,45.4,48.7,51.1,57.2,60.4,65.5,74.5,93.8,109.2,136.6,156.8,157.7,152.5,155.0,166.3,178.6,189.5,206.4,223.8,226.0,226.4,249.8,272.1,285.6,303.7,316.3,347.9,382.9,422.8,447.8,479.2,533.8,598.1
39,"                Research and development5",1.1,1.0,1.2,1.4,1.9,2.4,2.5,2.7,3.6,3.7,4.0,4.4,4.9,5.2,5.6,6.0,6.5,7.2,8.1,9.0,9.9,11.0,11.5,11.9,12.9,14.6,16.4,17.5,19.6,21.8,24.9,29.1,34.2,39.7,44.8,49.6,56.9,63.0,66.5,69.2,76.4,84.1,91.5,101.0,105.4,106.3,109.2,121.2,134.5,148.1,160.6,177.5,199.0,202.7,196.1,201.0,207.4,224.7,245.6,268.0,284.2,274.6,282.4,303.4,313.4,338.7,364.4,385.3,413.2,437.5,479.5,533.2,567.0,642.1,703.1
40,"                Entertainment, literary, and artistic originals",0.9,1.1,1.1,1.0,1.1,1.3,1.4,1.6,1.7,1.9,2.0,2.2,2.1,2.7,2.6,2.8,2.8,3.2,3.7,3.8,4.3,4.4,4.1,4.4,4.9,4.9,5.2,5.5,7.4,8.6,9.1,10.9,10.3,13.2,13.9,15.3,17.8,18.6,21.4,21.9,23.0,25.4,27.5,29.4,31.2,33.4,36.1,40.2,44.3,46.1,48.3,51.0,55.6,54.7,57.6,62.7,64.1,69.8,71.2,70.4,66.4,63.7,69.4,68.6,70.2,70.3,73.4,77.3,81.9,85.8,89.9,91.9,89.3,90.3,104.1
41,"        Residential",15.8,14.8,20.7,18.7,18.9,19.7,21.4,25.4,24.0,22.6,22.8,28.6,26.9,27.0,29.6,32.9,35.1,35.2,33.4,33.6,40.2,44.4,43.4,58.2,72.4,78.3,69.5,66.7,86.8,115.2,138.0,147.8,129.5,128.5,110.8,161.1,190.4,200.1,234.8,249.8,256.2,256.0,239.7,221.2,254.7,286.8,323.8,324.1,358.1,375.6,418.8,461.8,485.4,513.1,557.6,637.1,749.8,856.2,838.2,690.5,516.0,390.0,376.6,378.8,432.0,511.5,564.0,640.9,710.2,773.9,811.9,827.2,916.5,1126.2,1166.4
