Table 2.5.4. Price Indexes for Personal Consumption Expenditures by Function
Table 2.5.4. Price Indexes for Personal Consumption Expenditures by Function
"Last Revised on: September 29, 2023"
Line,,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
10,"                Women's and girls' clothing",---,---,---,---,---,---,---,---,---,---,---,65.895,66.188,66.305,66.202,66.626,67.186,67.458,68.748,71.677,75.809,79.283,81.700,85.092,86.566,89.012,95.081,98.737,101.336,104.992,106.586,106.951,108.715,110.195,110.258,111.401,111.343,113.987,112.590,116.783,120.037,120.254,125.069,126.798,127.221,126.283,123.611,119.049,116.131,115.993,112.972,110.963,109.400,107.350,104.253,101.792,101.694,99.732,99.660,99.286,96.755,97.298,96.406,98.277,101.728,102.080,103.007,100.191,100.165,100.000,99.455,96.154,89.791,90.953,95.491
11,"                Men's and boys' clothing",---,---,---,---,---,---,---,---,---,---,---,46.614,47.444,48.014,48.275,48.887,49.586,50.184,51.510,53.360,56.413,60.043,62.494,64.270,65.107,67.473,72.757,75.925,78.617,82.260,83.518,84.870,88.399,92.562,95.356,97.336,98.533,100.765,101.199,103.471,106.865,109.551,112.055,115.054,115.775,115.358,113.624,112.187,112.249,113.164,112.154,111.767,110.619,107.198,103.829,100.617,100.166,99.003,97.340,95.840,96.416,96.883,95.430,97.796,101.952,103.726,102.879,102.054,101.394,100.000,100.739,101.098,96.527,99.049,104.453
12,"                Children's and infants' clothing",---,---,---,---,---,---,---,---,---,---,---,34.351,34.220,33.004,32.354,32.344,32.458,32.623,32.881,33.240,34.661,35.771,36.452,37.240,38.306,39.580,49.975,60.041,63.281,69.395,72.071,73.509,79.524,86.458,89.601,94.061,95.459,99.687,104.019,104.017,107.790,109.950,115.767,117.841,118.303,115.333,114.033,113.219,114.676,112.802,109.899,112.270,113.549,112.395,110.036,106.262,103.173,101.547,101.361,99.128,98.971,99.614,99.348,98.761,104.134,101.401,102.293,104.175,100.858,100.000,104.669,103.842,97.856,98.006,105.923
13,"            Other clothing materials",52.142,49.128,48.724,52.744,51.040,50.897,50.802,50.565,51.087,51.555,51.672,48.322,48.599,48.772,48.711,49.061,49.361,49.760,50.697,52.753,55.605,58.470,60.732,62.724,64.199,66.380,70.484,72.195,74.360,76.740,76.534,79.173,84.973,90.334,93.351,94.798,95.389,96.615,98.493,98.320,103.898,105.324,110.698,111.694,112.819,112.170,111.395,116.085,116.676,110.050,104.658,101.941,101.853,101.749,101.266,99.279,99.771,98.093,97.329,94.119,94.420,96.882,99.378,102.202,105.149,105.508,105.413,103.430,100.793,100.000,103.780,108.057,105.142,104.631,109.365
14,"            Cleaning, repair, and rental of clothing",9.049,9.311,9.492,10.162,10.312,10.613,10.678,10.837,11.268,11.720,11.960,9.505,9.901,10.005,10.164,10.356,10.498,10.726,11.173,11.691,12.132,12.689,13.299,13.745,13.971,14.589,16.241,17.669,18.955,20.238,22.388,25.258,28.713,32.010,34.402,36.177,38.061,39.817,41.345,43.122,44.957,47.282,49.414,51.454,52.660,54.104,55.532,56.312,57.250,58.677,59.544,60.944,62.384,64.849,66.690,68.215,70.239,72.313,74.758,77.273,81.083,83.804,85.969,87.694,89.525,91.418,93.170,95.260,97.805,100.000,102.375,106.472,109.842,114.035,124.538
15,"                Laundry and dry cleaning services",---,---,---,---,---,---,---,---,---,---,---,9.716,10.234,10.382,10.595,10.887,11.079,11.303,11.758,12.268,12.714,13.297,13.852,14.307,14.451,14.930,16.693,18.467,19.697,20.937,23.138,26.075,29.653,33.039,35.519,37.364,39.298,41.114,42.697,44.530,46.418,48.825,51.024,53.157,54.396,55.877,57.353,58.156,59.126,60.598,61.594,63.101,64.369,66.695,68.737,70.297,72.253,73.916,76.156,78.567,82.016,84.412,86.317,87.589,89.157,90.724,92.411,94.551,97.407,100.000,102.864,106.718,109.366,114.291,124.410
16,"                Clothing repair, rental, and alterations",---,---,---,---,---,---,---,---,---,---,---,8.688,8.928,8.981,9.078,9.160,9.244,9.462,9.877,10.381,10.796,11.292,11.947,12.358,12.676,13.415,14.865,15.893,17.148,18.388,20.364,23.001,26.136,29.156,31.325,32.931,34.657,36.253,37.640,39.258,40.935,43.046,44.989,46.826,47.930,49.260,50.559,51.273,52.124,53.425,54.048,55.218,56.929,59.597,60.981,62.400,64.546,67.549,70.472,73.233,77.962,81.550,84.439,87.555,90.275,93.294,95.258,97.185,98.841,100.000,101.176,105.843,110.872,113.426,124.772
17,"        Footwear2",28.505,28.172,28.575,32.046,31.487,31.321,32.077,32.478,34.093,35.127,35.646,33.456,34.574,34.927,35.420,35.796,35.992,36.620,38.746,40.653,42.805,45.428,47.758,49.344,50.694,52.787,56.062,58.710,61.083,63.993,66.482,71.410,76.608,80.303,81.966,82.130,82.764,83.416,82.691,84.858,88.288,91.344,93.273,95.364,97.576,97.883,97.012,95.699,95.005,94.891,93.993,91.614,90.251,89.699,88.571,87.265,87.077,89.560,90.227,89.423,90.753,92.733,93.574,93.954,96.394,98.743,99.091,100.089,100.456,100.000,99.545,100.035,97.578,101.139,105.790
18,"    Housing, utilities, and fuels",8.413,8.630,8.890,9.233,9.567,9.987,10.239,10.393,10.566,10.783,10.961,11.136,11.321,11.488,11.605,11.734,11.821,11.930,12.103,12.320,12.607,13.005,13.568,14.269,14.794,15.514,16.673,17.988,19.291,21.039,22.511,24.610,27.504,30.671,33.360,35.349,37.117,38.975,40.556,42.007,43.638,45.411,47.505,49.012,50.325,51.751,53.053,54.460,56.147,57.657,58.916,60.320,62.704,65.548,67.310,69.556,71.625,74.407,77.637,80.381,83.551,84.034,84.386,85.838,87.385,89.481,92.100,94.071,96.596,100.000,103.256,106.319,108.887,112.330,120.276
19,"        Housing",8.767,9.057,9.367,9.777,10.194,10.715,11.040,11.200,11.391,11.604,11.837,12.037,12.229,12.398,12.549,12.704,12.834,12.961,13.157,13.410,13.739,14.192,14.799,15.486,16.044,16.727,17.354,18.477,19.686,21.345,22.809,24.570,26.827,29.559,31.991,33.914,35.681,37.812,40.050,41.871,43.750,45.567,47.709,49.216,50.564,51.941,53.402,55.052,56.719,58.310,60.156,61.833,63.852,66.355,68.976,70.715,72.503,74.360,76.968,79.712,81.888,83.320,83.358,84.478,86.309,88.308,90.742,93.536,96.666,100.000,103.391,106.907,109.938,112.731,119.240
20,"            Rental of tenant-occupied nonfarm housing3",8.189,8.549,8.848,9.208,9.582,10.091,10.450,10.600,10.794,10.989,11.198,11.352,11.521,11.670,11.814,11.945,12.050,12.175,12.347,12.561,12.870,13.280,13.838,14.468,14.974,15.631,16.209,17.294,18.449,20.016,21.387,23.050,25.191,27.800,30.113,31.983,33.796,36.024,38.271,39.992,41.623,43.282,45.165,46.834,48.099,49.278,50.460,51.662,52.996,54.492,56.150,57.793,59.829,62.417,64.794,66.697,68.488,70.536,73.053,76.169,78.957,80.748,80.935,82.317,84.500,86.883,89.623,92.826,96.322,100.000,103.626,107.459,110.822,113.311,120.133
21,"            Imputed rental of owner-occupied nonfarm housing4",8.858,9.247,9.571,9.960,10.364,10.931,11.304,11.466,11.676,11.887,12.113,12.278,12.467,12.621,12.768,12.910,13.035,13.160,13.345,13.590,13.922,14.362,14.960,15.650,16.199,16.898,17.536,18.702,19.947,21.648,23.137,24.938,27.254,30.065,32.620,34.596,36.372,38.511,40.800,42.685,44.639,46.497,48.728,50.145,51.495,52.872,54.361,56.161,57.942,59.631,61.563,63.241,65.122,67.619,70.369,72.089,73.730,75.436,78.070,80.713,82.738,84.106,84.096,85.070,86.795,88.712,91.051,93.703,96.800,100.000,103.299,106.748,109.743,112.565,119.024
22,"            Rental value of farm dwellings",9.535,8.749,8.958,9.704,10.388,10.475,10.092,10.250,10.163,10.439,10.848,11.777,12.138,12.652,12.913,13.429,13.813,13.974,14.546,15.261,15.668,16.732,17.910,19.000,20.216,20.590,21.296,21.377,21.898,23.003,24.469,25.753,26.942,27.924,27.051,27.302,27.567,27.218,26.585,26.838,29.271,31.511,33.675,35.964,38.316,43.040,47.914,49.894,51.522,49.389,49.815,51.818,61.078,62.180,61.686,61.573,72.068,79.962,82.618,85.213,85.972,84.814,85.166,91.036,92.677,91.818,94.074,97.645,94.599,100.000,104.916,106.122,104.128,111.840,114.787
23,"            Group housing",7.643,7.974,8.236,8.778,9.160,9.574,9.873,10.136,10.450,10.846,11.139,11.403,11.578,11.658,11.786,11.955,12.065,12.243,12.422,12.615,12.823,13.346,13.861,14.463,14.946,15.558,16.346,17.435,18.539,20.034,21.485,23.151,25.296,27.621,29.848,31.706,33.507,35.694,37.937,39.668,41.285,42.946,44.789,46.449,47.694,48.874,50.038,51.279,52.633,54.166,55.884,57.588,59.679,62.316,64.784,66.694,68.471,70.528,73.061,76.164,78.945,80.737,80.924,82.323,84.497,86.895,89.616,92.797,96.316,100.000,103.613,107.433,110.789,113.312,120.139
24,"        Household utilities and fuels",7.269,7.311,7.442,7.619,7.743,7.906,7.971,8.103,8.227,8.449,8.489,8.598,8.760,8.918,8.945,9.005,8.980,9.042,9.152,9.272,9.446,9.690,10.133,10.871,11.300,12.126,14.851,16.776,18.380,20.421,21.939,25.130,30.169,34.902,38.545,40.789,42.567,43.395,42.454,42.467,43.146,44.748,46.651,48.157,49.325,50.949,51.603,52.000,53.773,54.939,53.658,53.873,57.890,62.316,60.108,64.695,68.088,75.348,81.740,84.508,92.980,88.290,90.364,93.680,93.580,96.238,99.923,97.167,96.190,100.000,102.493,103.008,102.915,110.233,126.827
25,"            Water supply and sanitation",2.523,2.548,2.699,2.800,3.053,3.229,3.406,3.734,3.835,4.137,4.390,4.568,4.713,4.836,4.961,5.112,5.188,5.316,5.512,5.640,5.909,6.309,6.809,7.533,7.812,8.232,8.732,9.580,10.652,11.806,13.177,13.797,14.747,16.529,18.516,20.079,21.432,22.752,24.072,25.497,27.008,28.744,30.773,33.145,35.508,37.468,39.312,40.580,42.031,43.069,44.463,45.448,46.563,47.907,49.454,51.272,54.317,57.175,59.984,63.019,66.723,70.741,75.012,78.762,82.926,86.539,89.649,93.483,96.797,100.000,103.522,106.804,110.203,114.187,119.339
26,"            Electricity, gas, and other fuels",8.996,9.045,9.174,9.381,9.472,9.638,9.674,9.761,9.900,10.117,10.110,10.213,10.391,10.569,10.573,10.612,10.559,10.606,10.701,10.827,10.989,11.209,11.663,12.450,12.947,13.936,17.470,19.823,21.672,24.086,25.740,29.854,36.403,42.289,46.615,49.164,51.140,51.801,49.970,49.412,49.755,51.307,53.155,54.304,54.998,56.496,56.674,56.710,58.615,59.833,57.389,57.263,62.538,68.311,64.434,70.212,73.741,82.840,90.747,93.382,103.882,95.445,96.597,99.729,97.816,100.064,103.978,98.606,95.947,100.000,102.085,101.522,100.077,108.652,129.543
27,"                Electricity",12.733,12.850,12.867,12.987,13.104,13.271,13.339,13.507,13.541,13.609,13.780,13.962,14.169,14.222,14.222,14.169,14.122,14.069,14.069,14.169,14.275,14.588,15.060,16.057,16.841,17.885,21.130,23.849,25.418,27.105,28.801,30.996,35.905,41.280,45.371,46.857,49.850,51.637,52.310,52.155,52.868,54.350,55.614,57.688,58.808,59.961,59.984,61.337,62.354,62.687,60.263,59.791,60.759,65.066,64.427,65.953,67.183,71.358,79.994,83.129,88.439,91.151,91.312,93.025,92.992,94.939,98.345,98.929,97.869,100.000,100.701,100.899,101.501,105.849,119.653
28,"                Natural gas",9.576,9.576,9.576,9.576,9.576,9.576,9.576,9.576,9.576,9.576,9.576,9.576,10.180,10.342,10.342,10.342,10.400,10.400,10.452,10.452,10.563,10.731,11.334,12.159,12.762,13.372,15.020,17.991,21.073,25.019,27.286,31.651,37.841,43.129,51.497,60.328,60.724,60.334,57.414,54.815,54.473,55.966,56.016,56.719,57.765,61.304,62.451,59.161,61.567,65.846,64.616,65.081,76.804,91.489,77.996,95.767,103.764,123.568,126.819,125.559,142.335,111.380,109.170,106.152,95.843,100.527,107.720,95.179,92.544,100.000,99.972,98.607,98.677,114.853,144.739
29,"                Fuel oil and other fuels",4.522,4.545,4.671,4.859,4.928,5.074,5.096,5.151,5.324,5.604,5.523,5.600,5.518,5.723,5.729,5.838,5.731,5.856,6.011,6.198,6.395,6.530,6.782,7.213,7.258,8.318,13.219,14.344,15.385,17.409,18.408,25.378,35.636,43.598,42.755,39.418,40.296,38.724,30.321,31.108,31.095,32.945,39.676,37.774,36.237,35.987,35.332,35.002,39.672,39.737,35.214,35.816,52.512,51.487,45.901,55.502,64.618,85.974,97.739,104.473,141.813,97.050,113.491,144.501,146.510,144.850,144.484,103.959,87.387,100.000,119.118,113.840,90.816,118.537,185.158
30,"    Furnishings, household equipment, and routine household maintenance",33.338,32.072,32.432,35.483,35.146,35.433,35.498,35.384,35.773,36.553,36.829,36.384,37.006,37.149,37.255,37.416,37.615,37.751,38.366,39.353,41.059,42.595,44.040,45.299,46.180,47.510,52.441,58.786,62.169,65.335,68.946,73.661,79.907,86.112,90.993,93.553,95.188,97.008,98.390,100.288,102.197,103.711,105.388,107.056,108.369,109.089,110.388,111.323,112.293,112.590,113.124,113.015,113.902,113.960,112.942,110.475,109.788,110.570,110.966,110.547,111.157,111.626,108.527,107.741,108.214,106.832,104.658,103.243,101.801,100.000,100.205,101.393,103.080,107.959,116.960
31,"        Furniture, furnishings, and floor coverings5",42.296,41.250,42.544,47.805,47.110,47.174,47.148,47.099,48.020,49.206,49.310,51.822,52.307,52.726,52.917,53.033,53.312,53.364,54.378,56.198,58.420,60.834,62.235,63.394,64.252,66.239,71.469,77.072,79.720,82.400,86.508,91.877,100.142,107.435,112.370,115.036,117.312,120.237,122.375,124.503,127.136,127.989,129.870,130.799,133.395,135.001,137.430,138.447,139.722,139.795,140.221,139.320,138.335,136.496,133.918,130.705,129.312,128.269,127.317,124.892,122.761,121.989,116.487,114.331,113.596,110.548,107.039,105.399,102.868,100.000,98.508,99.777,99.533,105.599,117.401
32,"        Household textiles",62.667,54.909,55.580,60.651,55.860,55.129,53.743,53.516,54.072,54.465,54.447,72.507,74.836,76.220,76.018,76.285,76.358,76.838,77.907,80.016,82.919,85.499,87.108,88.762,90.597,92.485,105.807,113.784,118.458,126.003,132.270,141.549,153.526,164.357,177.897,186.731,193.525,197.257,199.901,205.549,211.552,212.477,214.169,214.270,215.865,215.766,215.755,212.765,208.255,203.524,198.272,196.391,193.416,186.622,181.639,170.916,164.629,160.706,153.192,145.514,140.055,134.227,127.096,123.702,119.475,115.247,112.267,106.764,103.956,100.000,98.653,95.617,97.834,96.920,100.603
33,"        Household appliances6",84.193,81.881,80.941,86.718,86.814,86.316,85.115,82.488,78.875,77.886,76.141,66.708,65.938,64.736,63.350,62.223,61.628,60.372,59.607,59.856,61.271,62.856,64.595,66.132,66.563,66.751,70.316,78.122,82.512,85.549,89.908,94.860,99.735,105.660,112.243,115.651,116.203,114.045,113.688,114.659,115.053,115.097,114.569,113.579,113.144,113.725,115.178,114.516,114.754,114.554,113.559,111.940,111.427,111.541,111.051,108.561,105.976,109.305,112.343,116.156,117.981,119.292,115.143,114.297,119.541,117.759,112.237,107.789,103.289,100.000,103.914,106.507,110.857,121.217,128.125
34,"        Glassware, tableware, and household utensils7",25.435,26.307,27.258,29.847,30.561,31.339,31.768,32.373,35.048,36.941,37.995,37.985,39.177,39.664,40.685,42.047,42.822,42.805,43.714,44.990,48.489,50.509,52.098,53.636,56.013,59.203,66.879,78.275,83.245,86.738,93.001,100.662,111.132,122.256,127.374,129.764,130.030,130.570,134.094,137.378,138.419,140.508,143.275,146.585,149.503,148.689,150.664,147.699,145.975,145.033,148.220,145.131,143.402,139.467,134.405,129.059,128.871,128.135,123.649,121.758,123.378,123.568,120.346,118.042,113.247,111.772,107.276,105.164,102.371,100.000,94.520,92.472,90.599,90.778,96.313
35,"        Tools and equipment for house and garden",44.045,42.899,43.726,47.983,47.151,47.806,48.332,49.505,51.535,53.627,54.812,56.368,56.753,58.382,59.366,59.648,59.229,58.171,57.087,56.974,59.307,61.666,61.315,60.758,60.685,60.818,64.612,70.607,73.115,74.651,76.269,80.467,85.986,91.964,98.808,101.161,101.247,104.514,102.727,102.988,103.069,99.437,100.297,101.398,101.271,101.285,103.081,103.107,104.825,106.328,103.698,101.538,101.504,100.950,99.724,97.494,98.543,101.378,102.475,102.699,101.784,102.167,99.376,100.666,101.966,102.849,102.281,102.098,100.497,100.000,100.501,101.790,102.809,106.746,118.190
36,"        Other household goods and services8",12.216,11.773,11.719,12.631,12.883,13.295,13.628,13.705,13.953,14.486,14.916,13.182,13.642,13.683,13.834,14.002,14.187,14.487,14.946,15.392,16.195,16.844,17.857,18.742,19.295,20.079,23.121,27.370,29.887,32.357,34.475,37.224,40.669,44.220,46.856,48.214,49.294,50.882,51.873,53.115,54.496,56.789,58.456,60.717,61.472,62.027,62.534,64.579,66.254,67.311,68.748,70.255,73.400,76.231,77.516,77.536,78.489,80.715,83.956,85.691,89.409,92.052,92.140,93.173,95.406,96.041,96.590,97.762,99.413,100.000,102.415,105.505,109.210,114.756,124.148
37,"    Health",4.607,4.678,4.766,4.975,5.173,5.362,5.510,5.675,5.858,6.089,6.313,6.474,6.816,6.911,7.013,7.148,7.338,7.523,7.803,8.211,8.646,9.176,9.793,10.247,10.624,11.059,12.013,13.308,14.525,15.697,16.992,18.581,20.754,23.241,25.815,28.141,30.219,32.065,33.964,36.113,38.819,42.096,45.597,49.068,52.411,55.054,57.164,59.068,60.446,61.621,62.824,64.351,66.234,68.563,70.468,72.977,75.543,77.886,80.348,82.978,85.121,87.462,89.740,91.560,93.374,94.511,95.828,96.830,98.349,100.000,101.745,103.227,105.419,107.549,110.214
38,"        Medical products, appliances, and equipment",11.988,12.228,12.368,12.847,13.012,13.053,13.117,13.266,13.546,13.986,14.398,14.608,14.625,14.367,14.035,13.839,13.800,13.792,13.869,13.867,13.913,14.122,14.474,14.747,14.827,14.914,15.455,16.666,17.653,18.756,20.044,21.358,23.237,25.631,28.122,30.367,32.390,34.468,36.455,38.502,40.607,43.091,46.059,49.220,51.852,53.377,54.583,55.238,56.449,57.337,58.679,60.849,62.964,65.662,68.131,69.819,71.684,73.656,76.388,77.502,79.108,81.388,83.800,86.258,88.679,89.102,91.371,94.241,97.428,100.000,101.210,101.301,101.743,100.166,102.975
39,"            Pharmaceutical and other medical products9",11.151,11.331,11.471,11.884,12.038,12.132,12.245,12.369,12.648,13.035,13.479,13.681,13.652,13.316,12.928,12.704,12.641,12.595,12.622,12.531,12.516,12.657,12.916,13.080,13.090,13.105,13.512,14.557,15.411,16.383,17.557,18.752,20.410,22.649,25.032,27.240,29.269,31.348,33.324,35.270,37.332,39.855,42.903,46.205,48.844,50.294,51.474,51.857,53.073,53.928,55.278,57.664,59.833,62.664,65.411,67.272,69.189,71.229,74.048,75.115,76.824,79.272,82.077,84.790,87.407,87.824,90.297,93.588,97.110,100.000,101.248,101.151,101.790,100.157,102.814
40,"                Pharmaceutical products",---,---,---,---,---,---,---,---,---,---,---,13.542,13.510,13.172,12.781,12.557,12.493,12.448,12.474,12.383,12.368,12.507,12.762,12.923,12.932,12.946,13.346,14.376,15.219,16.178,17.341,18.526,20.168,22.390,24.752,26.948,28.972,31.049,33.016,34.960,37.024,39.537,42.585,45.893,48.533,49.970,51.146,51.506,52.720,53.573,54.922,57.317,59.495,62.343,65.110,66.981,68.905,70.957,73.788,74.854,76.577,79.035,81.888,84.626,87.258,87.675,90.180,93.514,97.081,100.000,101.256,101.134,101.816,100.198,102.821
41,"                Other medical products",---,---,---,---,---,---,---,---,---,---,---,28.674,28.724,28.369,27.944,27.662,27.593,27.521,27.594,27.489,27.542,27.822,28.471,28.940,29.007,29.104,30.139,32.643,34.615,36.867,39.179,41.532,44.841,48.967,53.596,56.936,59.569,62.167,65.193,67.638,69.842,73.609,77.168,80.581,83.590,86.389,88.018,90.880,92.304,93.374,94.581,95.449,96.204,96.244,95.876,96.226,97.083,97.555,98.970,99.963,100.263,101.621,99.485,99.754,101.007,101.441,100.896,100.153,99.686,100.000,100.580,102.614,99.515,96.641,101.836
42,"            Therapeutic appliances and equipment",17.467,17.994,18.156,18.992,19.228,19.055,18.921,19.204,19.525,20.273,20.558,20.828,21.126,21.382,21.418,21.416,21.539,21.775,22.170,22.768,23.256,23.952,24.962,26.030,26.662,27.303,28.832,31.193,33.097,35.100,37.143,39.237,42.627,45.971,49.073,51.476,53.439,55.577,57.766,60.578,63.164,65.753,68.687,71.458,74.308,76.413,77.882,80.235,81.500,82.655,84.030,84.834,86.622,88.311,88.513,88.794,90.219,91.667,93.743,95.214,96.071,97.078,96.548,97.161,98.175,98.646,99.394,99.081,99.760,100.000,100.931,102.400,101.344,100.177,104.029
